dates,staff,ctv_collected,canvass_period,dow,doors_knocked,doors_rate,doors_contacted
2020-05-07,Jason Furman,9,1,Thu,16,0.2964850967051461,4
2020-05-27,Steven Chu,40,1,Wed,0,0.6365381109062582,0
2020-09-16,Seth Harris,18,1,Wed,0,0.03772295495728031,0
2020-07-04,John Bryson,6,1,Sat,103,0.22266626284690574,22
2020-07-25,Sloan D. Gibson,1,1,Sat,76,0.7958517426159233,60
2020-04-17,Maria Contreras-Sweet,22,1,Fri,0,0.7308683094452135,0
2020-05-07,Neal S. Wolin,24,1,Thu,18,0.3064002668485045,5
2020-09-01,Alan Krueger,23,1,Tue,0,0.24100119021022692,0
2020-09-30,Rebecca Blank,6,1,Wed,0,0.04431711062788963,0
2020-08-18,Janet Napolitano,9,1,Tue,0,0.2826876584556885,0
2020-06-29,Jeffrey Zients,5,1,Mon,0,0.043787804374005646,0
2020-04-17,John King Jr.,8,1,Fri,44,0.7154969637864269,31
2020-08-09,Jeh Johnson,7,1,Sun,42,0.5029373030294664,21
2020-04-12,Shaun Donovan,13,1,Sun,34,0.1989695597672835,6
2020-04-16,Anthony Foxx,41,1,Thu,0,0.050272593996487557,0
2020-06-19,Denis McDonough,7,1,Fri,77,0.5411328841466456,41
2020-10-23,Ash Carter,24,1,Fri,90,0.22413525155279784,20
2020-07-18,John King Jr.,11,1,Sat,35,0.09375000410946085,3
2020-10-22,Denis McDonough,3,1,Thu,0,0.17439798292471095,0
2020-05-14,Leon Panetta,15,1,Thu,16,0.025327854219358414,0
2020-07-16,Austan Goolsbee,5,1,Thu,0,0.5078881573164835,0
2020-10-31,Miriam Sapiro,27,1,Sat,142,0.42901261773658916,60
2020-10-26,Neal S. Wolin,29,1,Mon,0,0.19600850433344022,0
2020-05-10,Hillary Clinton,5,1,Sun,53,0.32772307660197836,17
2020-08-15,Maria Contreras-Sweet,6,1,Sat,45,0.29639267596649005,13
2020-10-26,Hilda Solis,10,1,Mon,0,0.6300026705954224,0
2020-05-03,Eric Shinseki,33,1,Sun,28,0.13445821742061526,3
2020-07-02,Robert Gates,33,1,Thu,24,0.5672212331206538,13
2020-08-27,Gina McCarthy,4,1,Thu,26,0.5662277307128534,14
2020-09-26,Daniel Poneman,10,1,Sat,32,0.33997291073901575,10
2020-06-20,Christina Romer,4,1,Sat,79,0.42277865641517565,33
2020-10-14,Karen Mills,20,1,Wed,0,0.5998859826242551,0
2020-09-26,Daniel Poneman,12,1,Sat,52,0.17417301817331463,9
2020-06-21,Cameron Kerry,5,1,Sun,0,0.7326700765755959,0
2020-06-18,Jack Lew,21,1,Thu,0,0.7690153839881532,0
2020-06-27,Bob Perciasepe,13,1,Sat,84,0.09847641334636137,8
2020-10-09,Austan Goolsbee,21,1,Fri,82,0.4456328413914889,36
2020-08-11,Samantha Power,10,1,Tue,0,0.6491944250650704,0
2020-09-25,Christina Romer,9,1,Fri,65,0.7294602205860429,47
2020-09-21,Penny Pritzker,6,1,Mon,0,0.483496917411685,0
2020-06-26,Tom Vilsack,5,1,Fri,100,0.7927554451161996,79
2020-06-01,William M. Daley,11,1,Mon,0,0.33276753629324957,0
2020-09-09,Eric Holder,41,1,Wed,0,0.795052042871248,0
2020-05-26,Samantha Power,20,1,Tue,0,0.03308675802545622,0
2020-04-08,Hillary Clinton,13,1,Wed,0,0.028300609660800547,0
2020-09-26,Rebecca Blank,2,1,Sat,51,0.6058809577487408,30
2020-05-28,Sloan D. Gibson,8,1,Thu,0,0.2090839304612018,0
2020-09-10,Tom Vilsack,3,1,Thu,19,0.7354859418002888,13
2020-08-30,Sloan D. Gibson,24,1,Sun,15,0.6057059298385866,9
2020-10-30,Gina McCarthy,18,1,Fri,0,0.6836737624485977,0
2020-05-14,Rosemary DiCarlo,10,1,Thu,0,0.6447848804295063,0
2020-09-21,Bob Perciasepe,32,1,Mon,0,0.10796719217905774,0
2020-04-02,Austan Goolsbee,6,1,Thu,0,0.40243412039708343,0
2020-08-22,John Kerry,16,1,Sat,54,0.3719871658249758,20
2020-06-21,Michael Scuse,11,1,Sun,59,0.12310071770334616,7
2020-04-30,Leon Panetta,5,1,Thu,23,0.4998536919010803,11
2020-06-23,Lisa P. Jackson,11,1,Tue,0,0.7633084569592029,0
2020-07-26,Arne Duncan,4,1,Sun,45,0.4736123085138388,21
2020-05-30,Edward C. Hugler,14,1,Sat,53,0.05537521332735196,2
2020-09-09,Rahm Emanuel,30,1,Wed,0,0.22354158367961643,0
2020-04-10,Jeh Johnson,6,1,Fri,63,0.7175218945252709,45
2020-04-20,Christina Romer,7,1,Mon,0,0.5841140187229029,0
2020-08-23,William M. Daley,17,1,Sun,66,0.09255606582155451,6
2020-04-16,Loretta Lynch,5,1,Thu,32,0.4989566958043724,15
2020-10-04,Denis McDonough,31,1,Sun,36,0.037972470943350344,1
2020-07-21,Daniel Poneman,28,1,Tue,0,0.06395600095856935,0
2020-08-24,Ken Salazar,13,1,Mon,0,0.7796517029870301,0
2020-10-02,Kathleen Sebelius,7,1,Fri,44,0.16774003045866265,7
2020-09-08,Anthony Foxx,29,1,Tue,0,0.06048198789358139,0
2020-10-24,Hilda Solis,1,1,Sat,58,0.7353244621423073,42
2020-10-09,Gary Locke,19,1,Fri,35,0.2685373408603482,9
2020-10-06,Jack Lew,11,1,Tue,0,0.23006178364157676,0
2020-08-04,Jeanne Hulit,21,1,Tue,0,0.6821984239271842,0
2020-10-08,Arne Duncan,1,1,Thu,39,0.7910374191589653,30
2020-09-22,Leon Panetta,5,1,Tue,0,0.0035382399102672933,0
2020-09-08,Janet Napolitano,20,1,Tue,0,0.1986928366473876,0
2020-07-16,Daniel Poneman,27,1,Thu,17,0.2974544949480332,5
2020-07-18,Tom Vilsack,6,1,Sat,35,0.759556107444223,26
2020-04-17,Kathleen Sebelius,28,1,Fri,56,0.08156304511940106,4
2020-08-11,Ray LaHood,4,1,Tue,0,0.39132485700538383,0
2020-07-05,Bob McDonald,7,1,Sun,50,0.14692069547018036,7
2020-06-02,Michael Scuse,19,1,Tue,0,0.6514219631091691,0
2020-07-06,Jeh Johnson,9,1,Mon,0,0.18641628994373605,0
2020-07-18,Rand Beers,1,1,Sat,38,0.8209747225162572,31
2020-11-01,Sloan D. Gibson,17,1,Sun,0,0.799401596840471,0
2020-10-06,Joe Biden,11,1,Tue,0,0.07823788372334092,0
2020-05-26,Arne Duncan,11,1,Tue,0,0.38538813453633336,0
2020-06-19,Demetrios Marantis,15,1,Fri,42,0.32935842889128253,13
2020-09-07,Gina McCarthy,3,1,Mon,0,0.19011891219997779,0
2020-05-25,Rand Beers,11,1,Mon,0,0.8427510312059894,0
2020-06-25,Alan Krueger,9,1,Thu,34,0.6686585687100887,22
2020-05-09,Ray LaHood,5,1,Sat,49,0.522651345806662,25
2020-05-22,John Bryson,36,1,Fri,17,0.6060131872887723,10
2020-09-26,Ray LaHood,9,1,Sat,97,0.49883476133691146,48
2020-07-01,Sally Jewell,20,1,Wed,0,0.34222931852564215,0
2020-08-30,Karen Mills,13,1,Sun,31,0.08575736633501947,2
2020-10-14,Jack Lew,25,1,Wed,0,0.06476816264912486,0
2020-09-03,Jeh Johnson,16,1,Thu,0,0.8151316529489122,0
2020-07-19,John King Jr.,2,1,Sun,103,0.5374784039217048,55
2020-10-03,Demetrios Marantis,7,1,Sat,63,0.16899913782253861,10
2020-04-29,Karen Mills,35,1,Wed,0,0.5874336660606786,0
2020-06-23,Gary Locke,8,1,Tue,0,0.07267204985255375,0
2020-09-22,John Kerry,10,1,Tue,0,0.6797842226806097,0
2020-08-05,Steven Chu,22,1,Wed,0,0.3754794361186214,0
2020-08-14,Julian Castro,8,1,Fri,42,0.08771934296237305,3
2020-06-26,Sylvia Mathews Burwell,18,1,Fri,35,0.29311716464580967,10
2020-08-16,Samantha Power,6,1,Sun,35,0.5830778210540302,20
2020-10-22,Eric Shinseki,14,1,Thu,30,0.1876152235781774,5
2020-08-09,Gary Locke,14,1,Sun,48,0.1678736865054816,8
2020-10-30,Hilda Solis,30,1,Fri,29,0.003070401295553893,0
2020-08-14,Ron Kirk,10,1,Fri,32,0.18295397668844088,5
2020-10-20,Steven Chu,8,1,Tue,0,0.6949284828267991,0
2020-06-22,Ernest Moniz,9,1,Mon,0,0.40034642692189665,0
2020-09-15,John King Jr.,11,1,Tue,0,0.13815871693659573,0
2020-08-30,Michael Froman,11,1,Sun,34,0.5871378717245533,19
2020-10-17,Karen Mills,4,1,Sat,62,0.842292805283796,52
2020-04-27,Alan Krueger,15,1,Mon,0,0.2629176330054179,0
2020-07-21,Ash Carter,17,1,Tue,0,0.40962972362758593,0
2020-04-16,Ron Kirk,27,1,Thu,18,0.060342408518772574,1
2020-06-28,John Kerry,4,1,Sun,28,0.747988517198246,20
2020-06-10,Maria Contreras-Sweet,32,1,Wed,0,0.2045489262556657,0
2020-10-23,Penny Pritzker,13,1,Fri,45,0.5937893004156649,26
2020-07-28,Bob Perciasepe,35,1,Tue,0,0.4935381693416275,0
2020-07-07,Jack Lew,14,1,Tue,0,0.43562741500791163,0
2020-10-16,Eric Shinseki,3,1,Fri,0,0.683695312635973,0
2020-07-29,Kathleen Sebelius,14,1,Wed,0,0.4777926322305575,0
2020-05-02,Jeanne Hulit,18,1,Sat,61,0.4162631274317391,25
2020-10-24,Sally Jewell,16,1,Sat,39,0.35291093980195,13
2020-07-21,Ernest Moniz,17,1,Tue,0,0.41893458853010085,0
2020-10-13,Eric Holder,25,1,Tue,0,0.3453267601202242,0
2020-09-04,Rahm Emanuel,6,1,Fri,40,0.36493606864241884,14
2020-06-14,Maria Contreras-Sweet,11,1,Sun,28,0.4678959380020387,13
2020-10-04,Jason Furman,14,1,Sun,50,0.6712720328476279,33
2020-10-04,Demetrios Marantis,15,1,Sun,66,0.2674050049856305,17
2020-06-18,Steven Chu,11,1,Thu,15,0.06604731136467308,0
2020-06-05,Susan Rice,13,1,Fri,37,0.14972231917781756,5
2020-05-04,Daniel Poneman,12,1,Mon,0,0.24867838197387754,0
2020-05-25,Edward C. Hugler,5,1,Mon,0,0.5656253591296263,0
2020-09-06,Rebecca Blank,4,1,Sun,66,0.5196531661669723,34
2020-05-14,Hillary Clinton,22,1,Thu,0,0.6375909338705241,0
2020-05-09,Ash Carter,10,1,Sat,65,0.03873880590545013,2
2020-07-06,Steven Chu,20,1,Mon,0,0.7991091948118992,0
2020-07-17,John King Jr.,6,1,Fri,32,0.634269301535096,20
2020-05-30,John Kerry,3,1,Sat,57,0.7297919253702275,41
2020-08-06,Jason Furman,10,1,Thu,0,0.24060414258856325,0
2020-10-30,Chuck Hagel,21,1,Fri,64,0.20849861105671152,13
2020-08-04,John Bryson,7,1,Tue,0,0.41505150999873874,0
2020-04-04,Jeffrey Zients,9,1,Sat,138,0.24721067530335858,34
2020-08-02,Bob McDonald,11,1,Sun,26,0.12438356508500874,3
2020-06-07,Michael Froman,13,1,Sun,78,0.21796806373167782,17
2020-08-11,Julian Castro,10,1,Tue,0,0.3146549092722125,0
2020-05-01,Loretta Lynch,6,1,Fri,54,0.6501243826118298,35
2020-08-07,John King Jr.,1,1,Fri,78,0.8076142022386193,62
2020-07-24,Anthony Foxx,11,1,Fri,0,0.2663215299369767,0
2020-09-07,John Bryson,9,1,Mon,0,0.7429022751864977,0
2020-04-27,Loretta Lynch,13,1,Mon,0,0.12637343379901722,0
2020-04-18,Sally Jewell,33,1,Sat,24,0.6492470748024061,15
2020-05-29,Cameron Kerry,1,1,Fri,34,0.5478340638452209,18
2020-09-03,Penny Pritzker,6,1,Thu,19,0.30652711967704815,5
2020-06-24,Ernest Moniz,8,1,Wed,0,0.6126065471791662,0
2020-10-15,William M. Daley,25,1,Thu,0,0.761141543276608,0
2020-06-28,Austan Goolsbee,8,1,Sun,0,0.5900728338398039,0
2020-06-09,John Bryson,11,1,Tue,0,0.41288529908051713,0
2020-09-09,Eric Shinseki,19,1,Wed,0,0.4341877880389802,0
2020-07-01,Kathleen Sebelius,13,1,Wed,0,0.5055833551683463,0
2020-09-09,Christina Romer,11,1,Wed,0,0.6648179032257758,0
2020-04-05,Lisa P. Jackson,26,1,Sun,44,0.08407396780094131,3
2020-04-18,Demetrios Marantis,3,1,Sat,66,0.4542343177250586,29
2020-04-07,Ash Carter,24,1,Tue,0,0.3054644609801471,0
2020-09-13,Joe Biden,21,1,Sun,47,0.09625459696399048,4
2020-10-17,Ron Kirk,3,1,Sat,61,0.819667109567672,49
2020-06-30,Austan Goolsbee,38,1,Tue,0,0.1881470361142419,0
2020-08-31,Leon Panetta,25,1,Mon,0,0.11243310995632783,0
2020-04-11,Samantha Power,7,1,Sat,120,0.5928211068268865,71
2020-09-08,Loretta Lynch,10,1,Tue,0,0.7097795657464303,0
2020-08-22,Susan Rice,9,1,Sat,91,2.479341230355203e-4,0
2020-09-25,Sloan D. Gibson,17,1,Fri,0,0.22243738173274322,0
2020-05-05,Edward C. Hugler,12,1,Tue,0,0.026353505079168827,0
2020-06-27,Michael Scuse,10,1,Sat,79,0.3350746361305937,26
2020-05-05,Ernest Moniz,9,1,Tue,0,0.03961958399740979,0
2020-10-17,Gary Locke,8,1,Sat,67,0.055874571052845566,3
2020-09-23,Leon Panetta,64,1,Wed,0,0.5044570049620233,0
2020-10-05,Jack Lew,55,1,Mon,0,0.4143907646415755,0
2020-07-13,Tom Perez,12,1,Mon,0,0.6241991434479132,0
2020-06-02,Maria Contreras-Sweet,15,1,Tue,0,0.09705872208578512,0
2020-05-12,Karen Mills,24,1,Tue,0,0.041359690332319586,0
2020-08-13,Daniel Poneman,21,1,Thu,15,0.5909253566875122,8
2020-04-06,Hilda Solis,15,1,Mon,0,0.4418131632497534,0
2020-08-28,Jeffrey Zients,4,1,Fri,38,0.2884690984967165,10
2020-07-15,Lisa P. Jackson,7,1,Wed,0,0.02210509218275547,0
2020-06-16,Ash Carter,22,1,Tue,0,0.6910067146527581,0
2020-05-29,Ron Kirk,26,1,Fri,19,0.5109006617916748,9
2020-07-27,Timothy Geithner,24,1,Mon,0,0.3525046616443433,0
2020-06-25,Ron Kirk,53,1,Thu,19,0.05158901079557836,0
2020-08-21,Arne Duncan,6,1,Fri,86,0.67478721056832,58
2020-09-04,Michael Scuse,6,1,Fri,32,0.7389662512461654,23
2020-05-14,Ken Salazar,1,1,Thu,21,0.820029283373151,17
2020-08-18,Hilda Solis,22,1,Tue,0,0.6369545919122174,0
2020-08-24,Gary Locke,10,1,Mon,0,0.09593857940053567,0
2020-09-21,Sylvia Mathews Burwell,20,1,Mon,0,0.777904289169237,0
2020-06-17,Rahm Emanuel,10,1,Wed,0,0.19954499000450596,0
2020-05-24,Ash Carter,2,1,Sun,87,0.8195749712409451,71
2020-09-01,Cameron Kerry,20,1,Tue,0,0.5271431591943837,0
2020-04-02,Daniel Poneman,18,1,Thu,0,0.03816995129454881,0
2020-05-16,Julian Castro,31,1,Sat,42,0.16073025744408367,6
2020-05-04,Rosemary DiCarlo,19,1,Mon,0,0.5553995202295482,0
2020-06-08,Ray LaHood,29,1,Mon,0,0.08763098998460918,0
2020-04-12,Rebecca Blank,15,1,Sun,53,0.5365618699463084,28
2020-05-04,Chuck Hagel,22,1,Mon,0,0.2310381275950931,0
2020-09-22,Hilda Solis,19,1,Tue,0,0.8375517583219334,0
2020-07-28,Bob McDonald,22,1,Tue,0,0.6889432799071074,0
2020-10-11,Ray LaHood,9,1,Sun,32,0.6661576780839823,21
2020-04-10,Christina Romer,3,1,Fri,53,0.8128270756220445,43
2020-10-23,Christina Romer,20,1,Fri,43,0.010620298702269793,0
2020-08-02,John King Jr.,4,1,Sun,61,0.8211958957836032,50
2020-05-25,Rosemary DiCarlo,2,1,Mon,0,0.5692984524182975,0
2020-05-24,Susan Rice,9,1,Sun,82,0.6201674701296724,50
2020-07-08,Cameron Kerry,25,1,Wed,0,0.4226587825454771,0
2020-05-22,Hilda Solis,4,1,Fri,53,0.39165196067187935,20
2020-09-16,Karen Mills,8,1,Wed,0,0.6307011172524654,0
2020-05-04,Bob Perciasepe,6,1,Mon,0,0.07177761842031032,0
2020-09-23,Ken Salazar,17,1,Wed,0,0.1137704836204648,0
2020-08-15,Peter R. Orszag,10,1,Sat,47,0.39663112205453216,18
2020-09-07,Denis McDonough,6,1,Mon,0,0.5737605136004277,0
2020-09-30,Jeffrey Zients,15,1,Wed,0,0.8189740328933112,0
2020-10-23,Eric Shinseki,6,1,Fri,54,0.22809317003702745,12
2020-06-22,Rand Beers,34,1,Mon,0,0.13822663077153266,0
2020-05-27,Karen Mills,29,1,Wed,0,0.5711079456028528,0
2020-05-05,Steven Chu,19,1,Tue,0,0.04880947379861027,0
2020-04-21,Daniel Poneman,29,1,Tue,0,0.6024516106932424,0
2020-10-13,Steven Chu,27,1,Tue,0,0.5780625238083302,0
2020-10-02,Eric Shinseki,3,1,Fri,57,0.5920317282783799,33
2020-04-20,Sally Jewell,6,1,Mon,0,0.6547573786112479,0
2020-08-04,Christina Romer,11,1,Tue,0,0.3885088219773024,0
2020-07-15,Seth Harris,30,1,Wed,0,0.5316207892494276,0
2020-07-16,Ernest Moniz,6,1,Thu,15,0.44995401840424165,6
2020-06-30,Jeh Johnson,14,1,Tue,0,0.22210176216904073,0
2020-06-11,Sally Jewell,10,1,Thu,0,0.43072343496605753,0
2020-09-03,Hilda Solis,3,1,Thu,26,0.6961162688094191,18
2020-05-22,Peter R. Orszag,4,1,Fri,45,0.6590829040156677,29
2020-07-14,John Kerry,15,1,Tue,0,0.1196882668766193,0
2020-06-12,Jeh Johnson,4,1,Fri,70,0.029342110420111565,2
2020-09-25,Christina Romer,3,1,Fri,29,0.45658381200628356,13
2020-05-03,Miriam Sapiro,4,1,Sun,20,0.21379177551716566,4
2020-10-16,Leon Panetta,7,1,Fri,69,0.6718336399411783,46
2020-07-10,Maria Contreras-Sweet,10,1,Fri,41,0.05913662753300741,2
2020-09-06,Lisa P. Jackson,17,1,Sun,39,0.07103687745984644,2
2020-06-22,Shaun Donovan,10,1,Mon,0,0.34561459051910787,0
2020-05-18,Ray LaHood,8,1,Mon,0,0.3136510959593579,0
2020-07-11,Maria Contreras-Sweet,13,1,Sat,47,0.5482863753451965,25
2020-09-25,Rosemary DiCarlo,1,1,Fri,30,0.7742446715012192,23
2020-06-19,Joe Biden,6,1,Fri,39,0.6530594050884246,25
2020-07-07,Miriam Sapiro,22,1,Tue,0,0.23519340076018125,0
2020-05-24,Timothy Geithner,8,1,Sun,74,0.7680744293960743,56
2020-07-13,Peter R. Orszag,21,1,Mon,0,0.5867758540669455,0
2020-07-08,Jack Lew,8,1,Wed,0,0.36603947856929153,0
2020-07-21,Rand Beers,19,1,Tue,0,0.5177703630411997,0
2020-06-09,Arne Duncan,24,1,Tue,0,0.20010851975530386,0
2020-09-29,Pete Rouse,18,1,Tue,0,0.7640798040898517,0
2020-07-01,Ron Kirk,21,1,Wed,0,0.12102258566301316,0
2020-10-31,Jeffrey Zients,3,1,Sat,44,0.5933309349697083,26
2020-08-17,Rebecca Blank,26,1,Mon,0,0.17702272157184779,0
2020-09-04,Bob McDonald,15,1,Fri,58,0.5159157710266299,29
2020-08-11,Austan Goolsbee,8,1,Tue,0,0.6808843451901339,0
2020-06-10,Rosemary DiCarlo,16,1,Wed,0,0.66058910836,0
2020-09-12,Michael Froman,27,1,Sat,84,0.12871583077358081,10
2020-07-29,Denis McDonough,24,1,Wed,0,0.24071022319840266,0
2020-06-15,Demetrios Marantis,12,1,Mon,0,0.1407767525059171,0
2020-08-10,Bob Perciasepe,33,1,Mon,0,0.331746611231938,0
2020-07-28,Bob McDonald,14,1,Tue,0,0.5431727593648247,0
2020-10-13,Seth Harris,21,1,Tue,0,0.7931766990222968,0
2020-05-17,John Kerry,7,1,Sun,59,0.13878962201997638,8
2020-06-13,Lisa P. Jackson,17,1,Sat,77,0.24410982893314212,18
2020-07-06,John Kerry,10,1,Mon,0,0.432675773371011,0
2020-08-19,Michael Froman,28,1,Wed,0,0.7939174294937402,0
2020-05-18,Demetrios Marantis,16,1,Mon,0,0.3434086622321047,0
2020-06-02,Seth Harris,10,1,Tue,0,0.1124359839479439,0
2020-08-30,Eric Holder,7,1,Sun,133,0.36299197797197846,48
2020-07-06,John King Jr.,12,1,Mon,0,0.5894633085466922,0
2020-05-29,Eric Holder,8,1,Fri,44,0.1410717055434361,6
2020-08-28,Rand Beers,17,1,Fri,48,0.21720217207912354,10
2020-10-26,Arne Duncan,11,1,Mon,0,0.8222539705806412,0
2020-04-07,Lisa P. Jackson,15,1,Tue,0,0.5205944995512254,0
2020-06-01,Maria Contreras-Sweet,21,1,Mon,0,0.27437596149975435,0
2020-09-28,Samantha Power,8,1,Mon,0,0.2945063012302853,0
2020-07-27,Rand Beers,5,1,Mon,0,0.5955354397185146,0
2020-06-30,Gary Locke,23,1,Tue,0,0.6386313673225231,0
2020-05-08,Rosemary DiCarlo,5,1,Fri,45,0.21721705402014777,9
2020-06-16,Jack Lew,33,1,Tue,0,0.17220754692098125,0
2020-09-12,Kathleen Sebelius,11,1,Sat,35,0.4653998752939515,16
2020-04-19,Lisa P. Jackson,20,1,Sun,72,0.20417895811842754,14
2020-08-28,Susan Rice,14,1,Fri,54,0.3213193425675854,17
2020-07-27,Jeffrey Zients,16,1,Mon,0,0.6452770699979737,0
2020-10-17,Christina Romer,11,1,Sat,43,0.4944489832385443,21
2020-09-25,Pete Rouse,7,1,Fri,36,0.6484759677317925,23
2020-05-13,Shaun Donovan,13,1,Wed,0,0.17271161025855689,0
2020-10-09,Sally Jewell,8,1,Fri,25,0.3019179404829629,7
2020-05-27,Penny Pritzker,31,1,Wed,0,0.367520345794037,0
2020-04-10,Julian Castro,6,1,Fri,41,0.15484361490234733,6
2020-09-14,Hillary Clinton,7,1,Mon,0,0.7251810960355215,0
2020-06-28,Gary Locke,8,1,Sun,63,0.0040862229536287485,0
2020-05-19,Eric Shinseki,56,1,Tue,0,0.5537904856842942,0
2020-06-21,Bob McDonald,14,1,Sun,37,0.0997551713953726,3
2020-06-27,Kathleen Sebelius,5,1,Sat,66,0.7731793121783994,51
2020-08-27,Rebecca Blank,8,1,Thu,22,0.2973886367632076,6
2020-05-01,Maria Contreras-Sweet,7,1,Fri,85,0.5835303158150055,49
2020-10-12,Rosemary DiCarlo,22,1,Mon,0,0.7937805861700326,0
2020-08-01,Rahm Emanuel,3,1,Sat,50,0.7004630615934729,35
2020-05-23,Christina Romer,15,1,Sat,35,0.09189158894587308,3
2020-05-29,John King Jr.,44,1,Fri,25,0.4076683806953952,10
2020-09-06,Anthony Foxx,5,1,Sun,63,0.2959180654026568,18
2020-06-18,Michael Froman,7,1,Thu,23,0.4546233149245381,10
2020-04-30,John Bryson,25,1,Thu,0,0.7150227771373465,0
2020-07-13,Eric Shinseki,12,1,Mon,0,0.1960951282060705,0
2020-05-16,Eric Shinseki,6,1,Sat,99,0.490835342311766,48
2020-07-02,Maria Contreras-Sweet,14,1,Thu,0,0.5494932923116721,0
2020-10-20,Maria Contreras-Sweet,13,1,Tue,0,0.3466412930516526,0
2020-06-13,Denis McDonough,4,1,Sat,117,0.8201965070562437,95
2020-06-21,Jeh Johnson,39,1,Sun,36,0.17888214110862463,6
2020-09-14,Ernest Moniz,7,1,Mon,0,0.2520593208144419,0
2020-04-07,Jeffrey Zients,25,1,Tue,0,0.42032567092683165,0
2020-09-24,Chuck Hagel,16,1,Thu,0,0.4520184082444757,0
2020-07-11,Ron Kirk,9,1,Sat,76,0.5434164759120904,41
2020-08-21,Pete Rouse,10,1,Fri,24,0.36496512006269766,8
2020-08-09,Joe Biden,4,1,Sun,0,0.44311463477788493,0
2020-09-24,Rebecca Blank,51,1,Thu,0,0.5786804369534365,0
2020-04-20,Lisa P. Jackson,23,1,Mon,0,0.31017915180418637,0
2020-09-23,Sally Jewell,9,1,Wed,0,0.7692415575496853,0
2020-11-01,Ron Kirk,14,1,Sun,50,0.3547235116129741,17
2020-04-07,Loretta Lynch,21,1,Tue,0,0.14415891955140978,0
2020-07-31,John Bryson,3,1,Fri,45,0.771341736917384,34
2020-10-01,Rosemary DiCarlo,24,1,Thu,0,0.7749099498963915,0
2020-06-12,Samantha Power,6,1,Fri,60,0.2984917684341781,17
2020-07-07,Jason Furman,10,1,Tue,0,0.3206690891995095,0
2020-04-30,Neal S. Wolin,42,1,Thu,17,0.1900881948065944,3
2020-08-29,John Bryson,16,1,Sat,36,0.01659548896132037,0
2020-05-11,Shaun Donovan,30,1,Mon,0,0.04608225682750344,0
2020-05-26,John Kerry,18,1,Tue,0,0.1575815096963197,0
2020-09-22,John Kerry,6,1,Tue,0,0.023735408752691,0
2020-09-30,Denis McDonough,12,1,Wed,0,0.350574548880104,0
2020-06-15,Anthony Foxx,8,1,Mon,0,0.7666602764977142,0
2020-07-19,Jeffrey Zients,14,1,Sun,24,0.11136921118013561,2
2020-10-25,John Kerry,4,1,Sun,26,0.7461153835640288,19
2020-06-28,Peter R. Orszag,7,1,Sun,46,0.6746864767861552,31
2020-05-29,Michael Scuse,11,1,Fri,21,0.47497458528960124,9
2020-10-31,Samantha Power,10,1,Sat,139,0.1706396974157542,23
2020-07-05,John Kerry,13,1,Sun,52,0.19636798998108132,10
2020-07-21,Rebecca Blank,34,1,Tue,0,0.8495170322596095,0
2020-04-11,Eric Shinseki,5,1,Sat,58,0.6728620090405456,39
2020-09-17,Rosemary DiCarlo,11,1,Thu,36,0.5939435194944963,21
2020-06-20,Bob McDonald,13,1,Sat,159,0.03379920989973471,5
2020-11-01,Demetrios Marantis,5,1,Sun,34,0.8485644950182177,28
2020-10-14,Ray LaHood,18,1,Wed,0,0.7538583454443142,0
2020-10-19,Austan Goolsbee,16,1,Mon,0,0.5264102442306466,0
2020-06-27,Karen Mills,1,1,Sat,60,0.7031093516154214,42
2020-10-09,Jeffrey Zients,9,1,Fri,21,0.40934976177522914,8
2020-09-23,Bob McDonald,37,1,Wed,0,0.10682029101299122,0
2020-07-19,Joe Biden,15,1,Sun,0,0.12833697863388807,0
2020-09-27,Samantha Power,28,1,Sun,23,0.2946793411741964,6
2020-04-26,Eric Holder,6,1,Sun,34,0.23729017871664837,8
2020-08-28,Gina McCarthy,12,1,Fri,52,0.417374709690921,21
2020-07-23,Cameron Kerry,6,1,Thu,29,0.5894674817915074,17
2020-06-15,Edward C. Hugler,11,1,Mon,0,0.5421011818340048,0
2020-05-03,Arne Duncan,15,1,Sun,23,0.24349792203865944,5
2020-08-21,Loretta Lynch,1,1,Fri,77,0.8478992035612464,65
2020-07-18,Anthony Foxx,13,1,Sat,108,0.295846946677193,31
2020-10-01,Kathleen Sebelius,32,1,Thu,19,0.4831646448350511,9
2020-08-21,John King Jr.,9,1,Fri,31,0.4757400205708109,14
2020-06-24,Bob Perciasepe,8,1,Wed,0,0.13182667040964588,0
2020-10-03,Chuck Hagel,18,1,Sat,152,0.5415837778476998,82
2020-08-07,Sloan D. Gibson,7,1,Fri,58,0.035498852166347204,2
2020-08-10,Daniel Poneman,14,1,Mon,0,0.34619945770828053,0
2020-04-13,Kathleen Sebelius,10,1,Mon,0,0.5063846078817732,0
2020-09-08,Maria Contreras-Sweet,5,1,Tue,0,0.6895578603143804,0
2020-07-29,Rand Beers,10,1,Wed,0,0.13928550035925583,0
2020-06-26,Anthony Foxx,6,1,Fri,47,0.6555616919416934,30
2020-07-21,Robert Gates,15,1,Tue,0,0.12767698215320705,0
2020-08-17,Seth Harris,12,1,Mon,0,0.2958113077562302,0
2020-10-24,Tom Vilsack,17,1,Sat,56,0.11009773646946996,6
2020-04-22,Neal S. Wolin,24,1,Wed,0,0.14713232372887433,0
2020-07-11,Janet Napolitano,6,1,Sat,91,0.6625761106028222,60
2020-04-10,Rosemary DiCarlo,6,1,Fri,26,0.5387469112291,14
